identifier,L_min,L_max,P_min,P_max,S_min,S_max
Breast_MRI_064,-153.33849999999998,154.7325,-106.20149999999998,93.79850000000002,-57.80459999999999,42.19540000000001
Breast_MRI_065,-156.15759999999997,149.69090000000003,-113.76089999999996,86.23910000000004,-46.497299999999996,91.0027
Breast_MRI_066,-171.44479999999996,175.90480000000002,-111.27459999999996,88.72540000000004,-58.780199999999994,41.219800000000006
Breast_MRI_067,-160.55312285147082,161.23260231117862,-153.14467832173383,70.7392577194257,-54.68704605102501,45.31295394897499
Breast_MRI_068,-179.41679999999997,159.02640000000002,-109.83199999999997,95.01520000000004,-44.07299999999999,55.92700000000001
Breast_MRI_069,-148.3224,137.90470000000005,-107.4434,92.5566,-39.743850769230775,60.256149230769225
Breast_MRI_070,-156.66109999999998,147.4967,-91.2757,108.7243,-53.90219999999999,46.09780000000001
Breast_MRI_071,-132.62380000000002,149.6187,-84.3246,115.6754,-50.97539999999999,49.02460000000001
Breast_MRI_072,-167.11119128750332,167.65264708952893,-58.79116436380815,141.20883563619185,-53.66172967571903,46.33827032428097
Breast_MRI_073,-159.82889999999998,146.0196,-71.65079999999998,128.34920000000002,-48.8411,51.1589
Breast_MRI_074,-138.3986965053976,146.86916429875393,-130.98038187788,69.01961812212,-35.646394729614,64.353605270386
Breast_MRI_075,-150.0635845890308,167.12391545263085,-79.84999081347686,123.2750091214669,-32.04237270355098,67.95762729644902
Breast_MRI_076,-135.12681581597587,166.37318421055937,-49.44884869506447,150.55115130493553,-23.718401932718024,76.28159806728198
Breast_MRI_077,-156.66419999999997,161.8934,-70.7944,129.2056,-54.87779999999999,45.12220000000001
Breast_MRI_078,-168.73739999999998,149.76690000000002,-74.11669999999997,125.88330000000003,-61.7071,38.2929
Breast_MRI_079,-155.91579999999996,167.5102,-65.45609999999996,134.54390000000004,-59.7681,60.731899999999996
Breast_MRI_080,-152.7864,160.3024,-104.76179999999997,115.3574,-61.4512,38.5488
Breast_MRI_081,-146.73193158851825,151.52700704803084,-39.63377073398355,160.36622926601643,-57.748184025288,42.251815974712
Breast_MRI_082,-153.85291077465345,165.65602857559475,-49.92358138962357,150.07641861037644,-92.27784684571279,35.47215497493801
Breast_MRI_083,-136.09,123.91,-65.87700000000001,134.123,-50.47539999999999,49.52460000000001
Breast_MRI_084,-131.32608391296827,156.17391611266962,-14.247680636342068,185.75231936365793,-15.133171081542983,84.86682891845702
Breast_MRI_085,-134.902395573367,129.20475620435926,-79.96292880464418,120.03707119535582,-64.527845025063,35.472154974937
Breast_MRI_086,-170.92661430646942,139.22963572317437,-49.053123440473314,150.9468765595267,-48.9685228467,51.0314771533
Breast_MRI_087,-134.30419999999995,152.56060000000002,-84.78359999999998,115.21640000000002,-36.3411,88.90895483870968
Breast_MRI_088,-124.81700000000002,142.61710000000002,-62.534300000000016,137.46569999999997,-15.649148324022349,84.35085167597765
Breast_MRI_089,-168.98940000000002,168.51149999999996,-116.52580000000002,85.10749999999999,-100.755,53.845
Breast_MRI_090,-135.65639999999996,158.9752,-77.0436,122.9564,-64.9876676923077,93.01209025641025
Breast_MRI_091,-163.50938810708266,159.03526563806392,-65.9692820567312,134.0307179432688,-50.255569076537995,49.744430923462005
Breast_MRI_092,-160.34352305057348,153.0939769842941,-93.13180920192924,106.86819079807076,-73.48147697448701,50.968523025512994
Breast_MRI_093,-158.70979999999997,159.1642,-104.7558,95.2442,-3.6460496644295404,96.35395033557046
Breast_MRI_094,-159.7147451323334,154.481694057313,-131.00635990943158,98.45793279857256,-39.314769983291995,60.685230016708005
Breast_MRI_095,-129.53238489679157,136.092615133333,-89.6943092070537,110.3056907929463,-34.5036319494225,65.4963680505775
Breast_MRI_096,-154.4156807833878,136.2986118901939,-81.3474740672899,118.6525259327101,-44.37089776992801,80.07910223007198
Breast_MRI_097,-161.4726597254942,144.7773403006244,-5.685150112994549,194.31484988700544,-38.37772369384899,61.62227630615101
Breast_MRI_098,-163.75587648313493,162.58342025839752,-156.92707547163172,52.53721722609888,-37.19680519104,62.80319480896
Breast_MRI_099,-148.59,135.16,-109.916,90.084,-78.0368,21.9632
Breast_MRI_100,-125.82324888750104,150.42676046296958,-89.33717033507904,164.90390959435686,-116.08353510499,7.9164648950099945
Breast_MRI_101,-148.77231778942195,152.92410338024766,-48.91369149017724,151.08630850982274,-47.171252727509,52.828747272491
Breast_MRI_102,-140.66800000000003,136.651,-97.01950000000002,102.98049999999998,-81.21915,18.78085
Breast_MRI_103,-142.5991271328068,146.55266834208484,-75.1558743414866,124.8441256585134,-32.566585958004005,89.68341202868359
Breast_MRI_104,-160.19823905614163,169.26603622266364,-87.54236933124376,112.45763066875624,-69.783292979002,58.716707020998
Breast_MRI_105,-144.409,141.74899999999997,-37.39449999999998,162.6055,-49.024100000000004,50.975899999999996
Breast_MRI_106,-168.96943095535408,177.12431909271703,-115.03291317275094,119.34208675626404,-59.95375299122425,40.04624700877575
Breast_MRI_107,-176.30444999999997,173.69555000000003,-112.2204,142.94910000000002,-79.79234666666667,61.707800000000006
Breast_MRI_108,-176.1851,173.8149,-115.64330000000002,84.35669999999998,-59.61363316582915,65.38624120603016
Breast_MRI_109,-144.8302,156.0071,-100.1383,99.8617,-49.02405,50.97595
Breast_MRI_110,-131.75799999999998,150.56880000000004,-74.9828,125.0172,-32.93889946524064,67.06110053475936
Breast_MRI_111,-139.357,141.268,-54.52199999999999,145.478,-40.2437,59.7563
Breast_MRI_112,-161.03147700979483,156.2185230365842,-153.72306248203188,72.40193745289906,-20.394309949872508,79.60569005012749
Breast_MRI_113,-156.014,141.486,-74.36699999999999,125.63300000000001,-106.64601818181818,15.853949999999998
Breast_MRI_114,-154.32449999999997,163.47670000000002,-86.84339999999997,113.15660000000003,-28.536150000000006,71.46385
Breast_MRI_115,-141.3868,140.19160000000002,-49.3072,150.6928,-64.64609999999999,56.353899999999996
Breast_MRI_116,-148.54041059692912,155.0310282195235,-58.141648738717095,141.8583512612829,-42.251815974710496,57.748184025289504
Breast_MRI_117,-152.20489999999998,144.64780000000002,-38.23179999999998,161.76820000000004,-49.87520220994476,50.12479779005524
Breast_MRI_118,-155.04009999999997,151.5115,-113.16369999999998,86.83630000000002,-16.378655999999992,83.62134400000001
Breast_MRI_119,-145.6174369086905,162.95399904690242,-94.28921744101656,105.71078255898344,-21.931503295899006,78.068496704101
Breast_MRI_120,-172.28306588583183,159.59192360337173,-110.0537514338794,89.9462485661206,-38.278282612562,61.721717387438
Breast_MRI_121,-174.2022940017028,174.54769494644412,-108.0771898269602,91.9228101730398,-37.591237068176,62.408762931824
Breast_MRI_122,-172.80900000000003,172.64159999999998,-119.69000000000004,97.11999999999996,-48.527,80.323
Breast_MRI_123,-151.40319999999997,147.44180000000003,-102.5003,97.4997,-58.5,41.5
Breast_MRI_124,-157.8798476762663,135.0665907954781,-99.35533258154874,100.64466741845126,-64.52784502506151,35.47215497493849
Breast_MRI_125,-173.1832627107608,176.8167372892392,-114.05190309070116,127.68916340815042,-75.29443014955217,54.705568983470684
Breast_MRI_126,-160.13393398644905,160.8928625692648,-92.45734813504812,107.54265186495188,-4.9166137695305,95.0833862304695
Breast_MRI_127,-152.7680445688483,173.57125209438777,-129.0426944821155,70.95730551788449,-42.06978034973099,57.93021965026901
Breast_MRI_128,-140.4698867398203,152.1640455963187,-62.82914689182881,150.11728432733454,-80.02421307563901,19.97578692436099
Breast_MRI_129,-171.15020000000004,170.68689999999995,-108.20110000000004,109.3316,-59.28009946524064,40.71990053475936
Breast_MRI_130,-182.53929999999997,167.46070000000003,-118.6453,90.82220000000004,-86.57289842931935,13.427101570680648
Breast_MRI_131,-166.49151041353275,163.46781419854386,-59.94675412470125,140.05324587529876,-56.66340241127202,43.33659758872798
Breast_MRI_132,-158.15433284072878,160.59567791643752,-65.30101623764496,134.69898376235506,-43.23942083120379,56.76057916879621
Breast_MRI_133,-142.69959999999998,150.16850000000002,-73.23859999999999,126.76140000000001,-59.7559,40.2441
Breast_MRI_134,-121.69659999999998,120.9814,-56.75819999999999,143.2418,-29.4388,70.5612
Breast_MRI_135,-143.02649999999997,140.5535,-63.06749999999998,136.9325,-31.463099999999997,68.5369
Breast_MRI_136,-132.9743,123.6499,-51.2787,148.72129999999999,-86.4998,50.00020000000001
Breast_MRI_137,-136.60714747653722,149.5089336101494,-63.58931043922145,136.41068956077856,-49.050147294998,50.949852705002
Breast_MRI_138,-137.08,139.17,-54.82599999999999,145.174,-51.14699999999999,48.85300000000001
Breast_MRI_139,-158.02974238648463,146.970264922639,-96.08590075174868,103.91409924825132,-40.02772369384799,59.97227630615201
Breast_MRI_140,-171.96428027520977,171.16070884466407,-86.06433274795309,113.93566725204691,-59.703900337219,40.296099662781
Breast_MRI_141,-127.47908499644814,154.55216503976544,-63.3807906827321,136.61920931726792,-58.62227630615102,41.37772369384898
Breast_MRI_142,-111.5375329383494,164.89104510555055,-27.276029681532066,172.72397031846793,-56.779661014675995,43.220338985324005
Breast_MRI_143,-163.8065670774753,186.1934329225247,-153.367747509228,96.85546167890308,-40.77089762687684,59.22910237312316
Breast_MRI_144,-170.0272342228712,175.50846912025648,-109.26906230499046,94.03450258986372,-80.0242130756365,19.975786924363504
Breast_MRI_145,-151.13749999999996,159.63270000000003,-109.70009999999996,90.29990000000004,-42.5908,57.4092
Breast_MRI_146,-159.3012,150.16940000000002,-72.2461,127.7539,-32.4388,67.5612
Breast_MRI_147,-144.2487,157.2527,-92.0627,107.9373,-53.32899999999999,46.67100000000001
Breast_MRI_148,-157.55019999999996,160.25099999999998,-85.68189999999997,114.31810000000003,-59.7559,40.2441
Breast_MRI_149,-157.777699076011,153.3830257190484,-86.59049948714548,113.40950051285452,-26.62397045559201,73.376029544408
Breast_MRI_150,-164.98,154.26119999999997,-99.9836,107.1472,-35.3656,64.6344
Breast_MRI_151,-172.28849999999997,153.24680000000004,-102.3378,97.6622,-3.8178083769633346,96.18219162303666
Breast_MRI_152,-155.663,151.837,-99.169,100.831,-49.7439,50.2561
Breast_MRI_153,-166.28481188533434,149.42948449857022,-135.5304223562011,73.93387034370875,-80.70569076538047,19.294309234619533
Breast_MRI_154,-169.08959999999996,154.3364,-111.98019999999995,88.01980000000005,-34.560900000000004,65.4391
Breast_MRI_155,-157.85699999999997,154.5482,-110.7944,89.2056,-48.52200000000002,51.47799999999998
Breast_MRI_156,-123.04782511438614,123.60396891816389,-31.261351378552007,168.738648621448,-66.464891046286,67.035108953714
Breast_MRI_157,-138.7598383039352,144.49909391368118,-100.8171925252185,115.47745302415676,-67.625907987356,53.874092012644
Breast_MRI_158,-177.19241828471883,172.80758171528117,-82.98047860761409,117.01952139238591,-47.094430990517,52.905569009483
Breast_MRI_159,-160.6928,162.65,-108.92919999999998,98.8852,-13.966000000000022,86.03399999999998
Breast_MRI_160,-155.261,131.614,-71.18199999999999,128.818,-59.7559,40.2441
Breast_MRI_161,-149.0451,143.82300000000004,-104.2706,95.7294,-38.2924,61.7076
Breast_MRI_162,-150.34339999999997,134.7178,-71.2014,128.7986,-55.05000000000001,44.94999999999999
Breast_MRI_163,-143.68079999999998,161.14110000000002,-78.1166,135.7236,-68.2805,31.719499999999996
Breast_MRI_164,-158.3861985951689,114.27005142806544,-22.77636334011474,177.22363665988524,-95.71770392931496,39.732296943665006
Breast_MRI_165,-165.10669442786326,146.05403037357814,-134.3303616306702,72.09821668227991,-42.25181579589801,57.74818420410199
Breast_MRI_166,-157.68444771559749,164.10127743802374,-125.47958865503824,74.52041134496176,-34.841237174139806,65.1587628258602
Breast_MRI_167,-163.60619999999997,164.0384,-109.86019999999996,90.13980000000004,4.634199999999993,104.63419999999999
Breast_MRI_168,-132.6297249973435,139.2452750310184,-49.42361065905138,150.57638934094862,-56.99649429321151,43.00350570678849
Breast_MRI_169,-150.89059229355044,157.993346697669,-51.39074048220528,148.60925951779473,-64.52784502506151,35.47215497493849
Breast_MRI_170,-153.13939999999997,166.78540000000004,-94.90699999999995,135.4662,-9.951,90.049
Breast_MRI_171,-162.57775909518276,169.0740378123996,-99.48004170855135,100.51995829144865,-90.860000610351,9.139999389649006
Breast_MRI_172,-150.93939999999998,144.5851,-85.70979999999999,114.29020000000001,-37.316900000000004,62.683099999999996
Breast_MRI_173,-155.8078,154.5466,-106.143,93.857,-59.7559,40.2441
Breast_MRI_174,-133.76539999999997,180.00700000000003,-89.17879999999998,135.7256,-54.6219,45.3781
Breast_MRI_175,-160.44019999999998,150.35860000000002,-47.38,152.62,-63.6705,56.829499999999996
Breast_MRI_176,-171.64366487049168,173.91883517481054,-154.27845379012206,66.5965461390019,-25.002124023438526,74.99787597656147
Breast_MRI_177,-161.82656856747494,174.0662779235115,-50.0196659823185,149.9803340176815,-84.866828083991,15.133171916009005
Breast_MRI_178,-155.1276,156.9994,-81.5435,118.4565,-26.585049999999995,73.41495
Breast_MRI_179,-167.71979999999996,153.5722,-77.59639999999999,122.40360000000001,-32.60970000000002,67.39029999999998
Breast_MRI_180,-167.96875002883957,168.75000001234136,-116.70598217380214,84.07526775713572,-7.377752065656573,92.62224793434342
Breast_MRI_181,-170.14510132719175,123.5602657279838,-50.77998050852065,149.22001949147935,-63.741357803345,36.258642196655
Breast_MRI_182,-147.80859999999998,152.9754,-67.19859999999997,132.80140000000003,-36.512049999999974,63.487950000000026
Breast_MRI_183,-155.5296662119943,145.76498682007573,-79.13893833685718,120.86106166314282,-62.81611797569008,37.18388202430992
Breast_MRI_184,-134.916,119.459,-40.572,159.428,-76.3411,23.658900000000003
Breast_MRI_185,-152.68589999999998,166.5215,-114.32389999999997,85.67610000000003,-37.56800000000001,62.43199999999999
Breast_MRI_186,-157.67139999999998,159.51900000000003,-89.9352,110.0648,-73.41420000000001,26.585799999999992
Breast_MRI_187,-130.90239999999994,161.5872,-32.12439999999998,167.87560000000002,-26.64595057142857,73.35404942857143
Breast_MRI_188,-129.06687547779657,149.8393745569748,-18.33350369590478,181.66649630409523,-30.629539489747998,69.370460510252
Breast_MRI_189,-170.80961892307988,170.708227408376,-152.16252496175997,68.0160393974765,-39.346246719359996,60.653753280640004
Breast_MRI_190,-180.3412,169.6588,-96.62159999999996,103.77240000000003,-64.569,59.881
Breast_MRI_191,-170.55219999999997,166.4066,-83.57939999999998,116.42060000000002,-49.02405,50.97595
Breast_MRI_192,-174.21004286345422,167.30780347690168,-107.36530938131963,156.20611074135215,-63.559322029350994,36.440677970649006
Breast_MRI_193,-167.93299999999996,163.22709999999998,-116.88589999999996,91.23170000000002,-30.0899,69.9101
Breast_MRI_194,-110.982,119.7135,-72.098,127.902,-10.16899999999999,89.83100000000002
Breast_MRI_195,-152.95778390260406,146.81901193894367,-120.6696468828739,79.3303531171261,-96.80932402339812,39.19067805734565
Breast_MRI_196,-173.4700308076763,170.45852971670743,-67.6413194778806,132.3586805221194,-60.703718349338004,39.296281650661996
Breast_MRI_197,-150.0582677978806,150.47745664266407,-109.72685006143968,90.27314993856032,-52.77409197796395,47.22590802203605
Breast_MRI_198,-156.9393213662131,175.4714041434794,-90.7011435886186,109.2988564113814,-46.14457821846,53.85542178154
Breast_MRI_199,-147.90519999999998,144.2988,-72.67580000000001,127.32419999999999,-15.245099999999994,84.7549
Breast_MRI_200,-178.78903842125757,171.21096157874243,-88.9647111492755,111.0352888507245,-24.159902334214003,75.840097665786
Breast_MRI_201,-155.37076798292094,161.10245700745224,-141.0525169647969,114.70642015033592,-60.55932202935104,39.44067797064896
Breast_MRI_202,-155.56294896839276,176.31204051784414,-94.83807018148713,105.16192981851287,-34.5036319494225,65.4963680505775
Breast_MRI_203,-160.06859999999998,144.817,-78.2778,121.7222,-54.87779999999999,45.12220000000001
Breast_MRI_204,-183.63082797681085,166.36917202318915,-120.89917584479812,97.85082199432222,-15.55169600706752,84.44830399293248
Breast_MRI_205,-136.6154,135.66560000000004,-59.12649999999998,140.87350000000004,-54.965599999999995,45.034400000000005
Breast_MRI_206,-151.99639999999997,162.9924,-117.19949999999996,82.80050000000004,-37.1217,62.8783
Breast_MRI_207,-178.10885,171.89115,-115.6169,90.80380000000002,-27.060850777202077,106.93904974093263
Breast_MRI_208,-163.7024,163.6807,-118.35320000000004,81.64679999999996,-44.49499999999999,55.50500000000001
Breast_MRI_209,-107.34715463448292,138.27784539077044,-60.50544736269751,139.4945526373025,-61.622276306152,38.377723693848
Breast_MRI_210,-156.46943631403525,157.7270028871299,-110.06658979961772,154.0405618826897,-42.251815974712,57.748184025288
Breast_MRI_211,-142.85714628597316,154.2857179766277,-88.47807928969459,111.52192071030541,-47.818670322374004,52.181329677625996
Breast_MRI_212,-138.79880000000003,132.5068,-78.78460000000004,121.21539999999996,-55.85339999999999,44.14660000000001
Breast_MRI_213,-169.6525,180.3475,-120.7695,97.668,-42.24190104712042,57.75809895287958
Breast_MRI_214,-95.40226250136224,135.26970021903497,-62.99154085055979,137.00845914944023,-52.119081735611005,47.880918264388995
Breast_MRI_215,-127.6458544207942,112.7559343772794,-98.41239372115346,101.58760627884654,-69.55249595642049,30.447504043579514
Breast_MRI_216,-149.26139999999998,148.1046,-65.60499999999999,134.395,-71.4631,28.536900000000003
Breast_MRI_217,-116.55290000000002,85.25319999999999,-22.315700000000035,177.68429999999995,-86.2802,42.719800000000006
Breast_MRI_218,-154.56330000000003,164.14739999999998,-79.79870000000004,120.20129999999996,-68.53614999999999,31.463850000000008
Breast_MRI_219,-166.26029999999997,162.7905,-92.77309999999996,107.22690000000004,-48.048499999999976,51.951500000000024
Breast_MRI_220,-169.49599999999995,165.88270000000003,-86.03039999999999,113.96960000000001,-38.6841,61.3159
Breast_MRI_221,-168.33872642489524,147.46483499520627,-61.77202728041294,138.22797271958706,-36.440677642820006,63.559322357179994
Breast_MRI_222,-165.3826,154.54219999999998,-55.21819999999997,144.78180000000003,-79.5,44.94999999999999
Breast_MRI_223,-189.71683550630738,160.28316449369262,-97.51914592673026,103.10585400000936,-7.332282811401484,92.66771718859852
Breast_MRI_224,-133.24909211224556,113.31340792198104,-10.946578952960252,189.05342104703976,-51.93704600632201,76.91295172605244
Breast_MRI_225,-116.736,115.764,-59.673,140.327,-57.80459999999999,42.19540000000001
Breast_MRI_226,-164.3078,154.2498,-112.81419999999996,87.18580000000004,-46.82431204188482,83.67580314136124
Breast_MRI_227,-174.25090787831002,175.74909212168998,-131.88559105163714,85.0786925186157,-32.53510895371197,67.46489104628803
Breast_MRI_228,-167.23629999999997,171.65789999999998,-76.44449999999998,123.55550000000002,-42.74484919786096,57.25515080213904
Breast_MRI_229,-149.69189999999998,151.14540000000002,-77.15809999999999,122.84190000000001,-27.036299999999997,72.9637
Breast_MRI_230,-185.32135000000002,164.67864999999998,-71.57509999999999,128.4249,-32.4388,67.5612
Breast_MRI_231,-137.80872001901244,150.7627154783493,-93.70460268948872,129.86683115311024,-54.842615008354,45.157384991646
Breast_MRI_232,-177.79830000000004,141.6351,-91.72360000000003,108.27639999999997,-65.60925,34.39075
Breast_MRI_233,-162.06569999999996,162.0634,-105.65809999999996,94.34190000000004,-32.438900000000004,67.5611
Breast_MRI_234,-151.3765,116.2558,-111.78539999999998,88.21460000000002,-15.78009685863875,84.21990314136124
Breast_MRI_235,-129.922,122.578,-65.084,134.916,-71.4631,28.536900000000003
Breast_MRI_236,-175.68605,174.31395,-116.2834,83.7166,-84.4022,46.09780000000001
Breast_MRI_237,-159.59352304812404,154.28147698302604,-87.00544735516408,112.99455264483592,-34.503631591797,65.496368408203
Breast_MRI_238,-120.4888,129.21280000000002,-90.6767,109.3233,-68.01194917127073,31.98805082872927
Breast_MRI_239,-152.97109999999998,128.6073,-109.16509999999998,90.83490000000002,-16.109755102040822,83.89024489795918
Breast_MRI_240,-152.0032,166.10070000000002,-70.2951,130.26309999999998,-63.809254658385086,36.190745341614914
Breast_MRI_241,-155.3742,146.79130000000004,-41.22139999999997,158.77860000000004,-64.63395,35.36605
Breast_MRI_242,-137.7306,158.45800000000003,-102.56539999999998,97.43460000000002,-59.7559,40.2441
Breast_MRI_243,-146.54019999999997,159.71260000000004,-85.96119999999998,114.03880000000002,-55.05000000000001,44.94999999999999
Breast_MRI_244,-138.365,140.5234,-23.74890000000002,176.25109999999998,-54.6219,45.3781
Breast_MRI_245,-154.96479999999997,157.9147,-115.01109999999996,94.5127,-19.70704869281046,80.29295130718954
Breast_MRI_246,-154.5399552847434,156.17433787593058,-109.20097109506167,90.79902890493833,-47.094430990517,52.905569009483
Breast_MRI_247,-163.57269999999997,154.5312,-104.0816,95.9184,-49.024249999999995,50.975750000000005
Breast_MRI_248,-162.43249999999998,139.838,-116.951,83.049,-33.88675392670159,66.11324607329841
