identifier,L_min,L_max,P_min,P_max,S_min,S_max
Breast_MRI_025,-134.14909999999998,154.73440000000002,-53.965,70.88580000000002,-66.6582,119.34200000000001
Breast_MRI_026,-168.0917597667846,155.34574027375527,-100.11838337330235,97.53786656035965,-74.805330643287,173.59467543088
Breast_MRI_027,-116.17736222241726,122.21549797373845,-49.36818972738375,57.77466872897065,-93.468523003161,94.531476996839
Breast_MRI_028,-156.43546846220676,159.97078157689103,-77.94172283702449,112.68327709807964,-104.01030111312997,95.98969888687103
Breast_MRI_029,-160.30599999999998,167.82199999999997,-104.34359999999998,109.62320000000003,-56.4379,153.66199999999998
Breast_MRI_030,-170.27220000000003,162.1698,-38.27920000000003,80.96629999999996,-129.622,59.378299999999996
Breast_MRI_031,-172.63759999999996,161.33489999999998,-109.33189999999996,84.72370000000001,-76.18990248447206,112.21000000000001
Breast_MRI_032,-138.27550000000002,136.01600000000002,-70.91650000000001,55.63299999999998,-65.0851,111.915
Breast_MRI_033,-176.28859999999995,162.8968,-99.72359999999996,90.27960000000004,-58.46209826589595,145.538
Breast_MRI_034,-166.35339999999997,168.3222,-111.21199999999997,78.625,-109.74100544217687,61.8588
Breast_MRI_035,-147.971,110.154,-34.30699999999999,135.068,-89.2802,73.7198
Breast_MRI_036,-123.23599999999999,128.639,-46.53200000000001,99.09299999999999,-123.194,62.70630000000001
Breast_MRI_037,-158.9557109149348,160.85678912145823,-100.8459472318496,76.59155270255576,-77.728149804804,79.57184413406598
Breast_MRI_038,-158.85939999999997,165.26970000000003,-108.41029999999998,76.505,-115.05998757763976,89.0405
Breast_MRI_039,-160.7627172754933,149.63907893271053,-137.91541018825032,86.72745445221753,-47.34612503051804,124.25387496948
Breast_MRI_040,-168.38889702992273,155.67361392100074,-103.43509915073255,107.54705074141188,-52.765208435059,116.63479156494006
Breast_MRI_041,-155.2858,149.5998,-59.87079999999998,82.31800000000001,-100.085,66.9149
Breast_MRI_042,-177.35923512969336,128.48898948032576,-44.38758060062761,100.56778135856511,-74.192493438721,116.80750656127996
Breast_MRI_043,-164.1092,131.206,-32.599599999999995,66.5224,-112.036,73.9637016042781
Breast_MRI_044,-122.48666743342702,146.74948605029454,-30.921611641307933,82.15874925200582,-74.77257886784041,68.54807132064327
Breast_MRI_045,-148.75719999999998,151.416,-98.18730000000001,61.19669999999999,-100.329,85.671
Breast_MRI_046,-168.20420833690832,175.82482005419047,-45.824190999158944,124.93474271285734,-150.78329277039,104.21670722961
Breast_MRI_047,-180.37349999999998,150.08350000000002,-66.59039999999995,84.57610000000005,-54.1339,104.866
Breast_MRI_048,-111.27346023552029,157.3872631308955,-78.10533187392026,106.31431713551756,-72.972154974937,102.02784502505999
Breast_MRI_049,-153.18349999999998,158.75449999999998,-50.928999999999974,68.30350000000001,-60.0363,102.96399999999996
Breast_MRI_050,-150.65760000000003,158.658,-118.35320000000004,73.88499999999996,-93.01619581151833,112.684
Breast_MRI_051,-175.98799999999997,166.1662,-114.52379999999997,89.58120000000005,-65.3534,133.647
Breast_MRI_052,-157.0556645060343,165.48898924175847,-92.39090993696546,73.8144527340585,-63.1430504918095,109.05694657564
Breast_MRI_053,-124.41669999999999,130.5977,-43.51829999999998,81.99660000000003,-87.4998,87.5002
Breast_MRI_054,-164.85619999999997,151.65060000000003,-108.3724,71.4144,-139.15800508474575,34.8417
Breast_MRI_055,-147.796,119.67150000000001,-66.5885,77.13499999999999,-94.2559,74.7441
Breast_MRI_056,-172.154,164.8608,-87.31059999999997,154.0002,-100.30498974358974,89.6954
Breast_MRI_057,-169.7185176744493,162.96004321497898,-99.95611252899647,77.63316747164421,-64.848062962294,101.65193703770998
Breast_MRI_058,-144.98700000000002,127.45649999999998,-45.48010000000001,78.14479999999998,-84.0526,74.9474
Breast_MRI_059,-154.6912,156.1076,-111.1465,108.00650000000002,-115.81699779005524,63.18320000000004
Breast_MRI_060,-158.438,140.97879999999998,-84.321,74.95779999999999,-103.134,73.8661
Breast_MRI_061,-145.99159999999998,144.22010000000003,-78.4969,103.46650000000002,-68.1526,104.84699999999998
Breast_MRI_062,-148.45579999999998,153.6954,-62.990399999999994,74.41320000000002,-86.3778,76.6222
Breast_MRI_063,-174.04509124080596,166.66918368169,-121.08958336081824,70.16041048962614,-95.59261786937475,91.40738802606401
Breast_MRI_064,-153.33849999999998,154.7325,-106.20149999999998,66.52450000000002,-88.3046,72.6954
Breast_MRI_065,-156.15759999999997,149.69090000000003,-113.76089999999996,83.10710000000003,-82.9973,90.0027
Breast_MRI_066,-171.44479999999996,175.90480000000002,-111.27459999999996,85.40840000000003,-92.2802,74.7198
Breast_MRI_067,-160.55312285147082,161.23260231117862,-153.14467832173383,70.7392577194257,-89.387046051025,80.01295394897498
Breast_MRI_068,-179.41679999999997,159.02640000000002,-109.83199999999995,95.01520000000005,-102.073,113.927
Breast_MRI_069,-148.3224,137.90470000000005,-107.4434,57.91750000000002,-86.74370153846154,107.25600000000001
Breast_MRI_070,-156.66109999999998,147.4967,-91.27569999999999,85.37490000000003,-91.4022,83.5978
Breast_MRI_071,-132.62380000000002,149.6187,-84.3246,61.11330000000001,-98.4754,96.5246
Breast_MRI_072,-167.11119128750332,167.65264708952893,-58.79116436380815,88.58383556927689,-72.7911791310131,65.46771977957502
Breast_MRI_073,-159.82889999999998,146.0196,-71.65079999999998,85.14050000000003,-95.091,97.4088
Breast_MRI_074,-138.3986965053976,146.86916429875393,-130.98038187788,34.42140588108964,-70.346394729614,99.053605270386
Breast_MRI_075,-150.0635845890308,167.12391545263083,-79.84999081347686,123.2750091214669,-83.04237270355196,118.95762729644999
Breast_MRI_076,-135.12681581597587,166.37318421055937,-49.44884869506447,79.92615124309685,-60.06840193271606,112.63159806728
Breast_MRI_077,-156.66419999999997,161.8934,-70.7944,67.2928,-91.3778,81.6222
Breast_MRI_078,-168.73739999999998,149.76690000000002,-74.11669999999997,77.04980000000003,-99.2071,75.7929
Breast_MRI_079,-155.91579999999996,167.5102,-65.45609999999996,111.02200000000002,-65.7681,87.2319
Breast_MRI_080,-152.7864,160.3024,-104.76179999999997,115.35740000000001,-90.9512,68.0488
Breast_MRI_081,-146.73193158851825,151.52700704803084,-39.63377073398355,87.10730489940366,-95.248184025288,79.751815974712
Breast_MRI_082,-153.85291077465345,165.65602857559477,-49.923581389623564,69.228208269671,-110.77784805948,81.72215800935601
Breast_MRI_083,-136.09,123.91,-65.87700000000001,60.99799999999999,-79.4754,78.5246
Breast_MRI_084,-131.32608391296827,156.17391611266962,-14.247680636342068,110.75231930469081,-78.983172600086,148.71683043700003
Breast_MRI_085,-134.902395573367,129.20475620435926,-79.96292880464418,71.06386193889712,-86.027845025063,56.972154974937
Breast_MRI_086,-170.92661430646942,139.22963572317437,-49.053123440473314,95.4781264959127,-100.4685228467,102.5314771533
Breast_MRI_087,-134.30419999999995,152.56060000000002,-84.78359999999998,81.8511,-87.0912,114.409
Breast_MRI_088,-124.81700000000002,142.61710000000002,-62.534300000000016,58.8775,-62.999296648044684,131.701
Breast_MRI_089,-168.98940000000002,168.51149999999996,-116.52580000000002,85.10749999999999,-101.155,108.845
Breast_MRI_090,-135.65639999999996,158.9752,-77.0436,97.958,-76.98760205128205,117.01199999999999
Breast_MRI_091,-163.50938810708266,159.03526563806392,-65.9692820567312,87.33429446574465,-86.055569076538,85.544430923462
Breast_MRI_092,-160.34352305057348,153.0939769842941,-93.13180920192923,76.86819073378368,-86.481476974487,88.41852302551298
Breast_MRI_093,-158.70979999999997,159.1642,-104.7558,68.8786,-27.646099328859062,120.354
Breast_MRI_094,-159.7147451323334,154.481694057313,-109.48850270770177,98.45793279857256,-75.814769983292,97.185230016708
Breast_MRI_095,-129.53238489679157,136.092615133333,-89.6943092070537,57.1806907384657,-72.003631949425,102.99636805058
Breast_MRI_096,-154.4156807833878,136.2986118901939,-81.3474740672899,55.79538628568076,-81.820897769928,93.07910223007198
Breast_MRI_097,-161.4726597254942,144.7773403006244,-5.685150112994549,121.65859982419266,-91.877723693848,115.12227630615001
Breast_MRI_098,-163.75587648313493,162.58342025839752,-156.92707547163172,52.537217226098875,-71.34680519104,96.95319480896
Breast_MRI_099,-148.59,135.16,-109.916,68.834,-101.537,45.46340000000001
Breast_MRI_100,-125.82324888750104,150.42676046296958,-89.33717033507904,164.90390959435686,-112.08353510499,27.916464895009995
Breast_MRI_101,-148.77231778942195,152.92410338024766,-48.91369149017724,64.56844851218375,-84.621252727509,90.278747272491
Breast_MRI_102,-140.66800000000003,136.651,-97.01950000000002,65.25450000000001,-105.719,43.280699999999996
Breast_MRI_103,-142.59912713280679,146.55266834208484,-75.1558743414866,61.45127305442301,-61.216582927439,96.083411011431
Breast_MRI_104,-160.19823905614163,169.26603622266364,-87.54236933124376,97.2790532972954,-78.783292979002,96.216707020998
Breast_MRI_105,-144.409,141.74899999999997,-37.39449999999998,59.92500000000001,-76.5241,78.4759
Breast_MRI_106,-168.96943095535408,177.12431909271703,-115.03291317275094,119.34208675626405,-103.75375583105252,83.84624984860403
Breast_MRI_107,-179.16140000000001,176.55250000000004,-112.22040000000001,142.94910000000002,-85.7924,109.20800000000001
Breast_MRI_108,-193.3849,191.01469999999998,-115.64330000000002,80.463,-90.21351758793969,120.98599999999999
Breast_MRI_109,-144.8302,156.0071,-100.1383,87.80200000000002,-87.574,89.5259
Breast_MRI_110,-131.75799999999998,150.56880000000004,-74.9828,65.15520000000001,-75.9388,110.06100106951872
Breast_MRI_111,-139.357,141.268,-54.52199999999999,66.72800000000001,-61.7437,81.25630000000001
Breast_MRI_112,-161.03147700979483,156.2185230365842,-153.72306248203188,72.40193745289906,-57.29430994987497,116.50569005012997
Breast_MRI_113,-156.014,141.486,-74.36699999999999,85.00800000000001,-116.646,48.353899999999996
Breast_MRI_114,-154.32449999999997,163.47670000000002,-86.84339999999997,92.4471,-69.0363,111.96399999999998
Breast_MRI_115,-141.3868,140.19160000000002,-49.307199999999995,65.5821,-80.6461,93.3539
Breast_MRI_116,-148.54041059692912,155.0310282195235,-58.141648738717095,73.91192707239443,-88.501819009131,103.99818705971
Breast_MRI_117,-152.20489999999998,144.64780000000002,-38.23179999999998,151.03670000000002,-98.32500441988951,98.5746
Breast_MRI_118,-155.04009999999997,151.5115,-113.16369999999998,73.86090000000002,-60.978312,128.221
Breast_MRI_119,-145.6174369086905,162.95399904690242,-94.28921744101655,38.56792852039786,-59.381503295898,115.51849670409999
Breast_MRI_120,-172.28306588583183,159.59192360337173,-110.0537514338794,81.19624241837795,-60.778282612562,84.22171738743799
Breast_MRI_121,-174.2022940017028,174.54769494644412,-108.0771898269602,60.67280473709178,-75.041237068176,99.858762931824
Breast_MRI_122,-172.80900000000003,172.64159999999998,-119.69000000000003,97.11999999999995,-72.527,133.173
Breast_MRI_123,-151.40319999999997,147.44180000000003,-102.5003,67.50930000000002,-88.0,71.0
Breast_MRI_124,-157.8798476762663,135.06659079547813,-99.35533258154874,95.68931678053589,-102.02784502506,72.97215497493698
Breast_MRI_125,-183.94218757743317,187.57566215591157,-114.05190309070116,127.68916340815042,-96.09442956000771,105.5055675269491
Breast_MRI_126,-160.13393398644905,160.8928625692648,-92.45734813504811,82.8551576999682,-41.81661376953099,131.98338623047
Breast_MRI_127,-152.7680445688483,173.57125209438775,-129.0426944821155,43.234097097784115,-79.51978034973098,95.380219650269
Breast_MRI_128,-140.4698867398203,152.1640455963187,-62.82914689182881,150.11728432733454,-117.52421307564,57.475786924361984
Breast_MRI_129,-171.15020000000004,170.68689999999995,-108.20110000000003,109.33160000000001,-102.28,83.71980106951872
Breast_MRI_130,-185.0154,169.93680000000003,-118.6453,90.82220000000004,-138.8729958115183,65.7271989528796
Breast_MRI_131,-166.49151041353275,163.46781419854386,-59.94675412470125,74.38360747452876,-70.90196452269996,57.57515970015592
Breast_MRI_132,-158.15433284072878,160.59567791643752,-65.30101623764496,72.82398834614077,-80.03941935300857,93.560577690601
Breast_MRI_133,-142.69959999999998,150.16850000000002,-73.23859999999999,66.88650000000001,-80.2559,60.7441
Breast_MRI_134,-121.69659999999998,120.98140000000001,-56.75819999999999,122.345,-46.9388,88.0612
Breast_MRI_135,-143.02649999999997,140.5535,-63.06749999999998,79.36700000000002,-68.9632,106.037
Breast_MRI_136,-132.9743,123.6499,-51.2787,48.324299999999994,-84.4998,84.5002
Breast_MRI_137,-136.60714747653722,149.5089336101494,-63.58931043922145,71.49997976336391,-81.600144267082,83.499849677086
Breast_MRI_138,-137.08,139.17,-54.82599999999999,65.799,-106.197,103.90300000000002
Breast_MRI_139,-158.02974238648463,146.970264922639,-96.08590075174868,86.05696067117535,-75.827723693848,95.77227630615202
Breast_MRI_140,-171.96428027520975,171.16070884466407,-86.06433274795309,48.132091487109676,-97.153900337219,77.746099662781
Breast_MRI_141,-127.47908499644814,154.55216503976544,-63.3807906827321,113.18170925942233,-109.12227630615006,91.87772369384801
Breast_MRI_142,-111.53753293834939,164.89104510555057,-27.276029681532066,93.43825885410959,-94.279661014676,80.720338985324
Breast_MRI_143,-168.6279920642268,191.0148579092762,-153.367747509228,96.85546167890308,-63.3709005117417,81.82910525798802
Breast_MRI_144,-170.0272342228712,175.50846912025648,-109.26906230499046,94.03450258986373,-108.67421004507,48.625783893797006
Breast_MRI_145,-151.13749999999996,159.63270000000003,-109.70009999999996,80.13690000000003,-80.0908,94.9092
Breast_MRI_146,-159.3012,150.16940000000002,-72.2461,76.51230000000001,-61.9388,97.0612
Breast_MRI_147,-144.24869999999999,157.2527,-92.0627,105.8391,-87.329,80.671
Breast_MRI_148,-157.55019999999996,160.25099999999998,-85.68189999999997,68.29700000000003,-80.2559,60.7441
Breast_MRI_149,-157.777699076011,153.3830257190484,-86.59049948714548,88.7220063498944,-53.073967509799516,99.8260265986155
Breast_MRI_150,-164.98,154.26119999999997,-99.9836,107.1472,-64.8656,94.1344
Breast_MRI_151,-172.28849999999997,153.24680000000004,-102.33779999999999,81.1713,-54.467616753926706,146.83200000000005
Breast_MRI_152,-155.663,151.837,-99.16900000000001,99.58099999999999,-99.9438,100.456
Breast_MRI_153,-166.28481188533434,149.42948449857022,-135.5304223562011,73.93387034370875,-116.50569076538,55.09430923461906
Breast_MRI_154,-169.08959999999996,154.3364,-111.98019999999997,84.88780000000003,-94.0108,124.889
Breast_MRI_155,-157.85699999999997,154.5482,-110.7944,68.30879999999999,-101.922,104.87799999999997
Breast_MRI_156,-123.04782511438614,123.60396891816387,-31.261351378552007,47.66722265609454,-95.964891046286,63.035108953714
Breast_MRI_157,-138.7598383039352,144.49909391368118,-100.8171925252185,115.47745302415677,-83.625907987356,91.374092012644
Breast_MRI_158,-177.2817058200975,172.89686925065988,-82.98047860761409,72.28738006423134,-84.594430990517,90.405569009483
Breast_MRI_159,-160.6928,162.65,-108.92919999999998,98.8852,-65.71600000000001,137.78399999999996
Breast_MRI_160,-155.261,131.614,-71.18199999999999,85.69300000000001,-83.2559,63.7441
Breast_MRI_161,-149.0451,143.82300000000004,-104.2706,54.449299999999994,-75.7924,99.2076
Breast_MRI_162,-150.34339999999997,134.7178,-71.2014,77.82339999999999,-110.1,99.99999999999997
Breast_MRI_163,-143.68079999999998,161.14110000000002,-78.1166,135.7236,-92.7805,56.2195
Breast_MRI_164,-158.38619859516893,114.27005142806543,-22.77636334011474,90.50488660396255,-124.11770457488,103.58229846221
Breast_MRI_165,-165.10669442786326,146.05403037357814,-134.3303616306702,72.09821668227991,-70.901812765333,86.39818117353698
Breast_MRI_166,-157.68444771559749,164.10127743802374,-125.47958865503824,54.38648876166292,-60.741234249538614,91.058759901259
Breast_MRI_167,-163.60619999999997,164.0384,-109.86019999999996,72.24270000000001,-32.8656,142.134
Breast_MRI_168,-132.6297249973435,139.2452750310184,-49.42361065905138,88.85763928518625,-110.49649429321,96.50350570678698
Breast_MRI_169,-150.89059229355044,157.993346697669,-51.390740482205274,60.930691806507724,-102.02784502506,72.97215497493698
Breast_MRI_170,-153.13939999999997,166.78540000000004,-94.90699999999997,135.46620000000001,-28.451,108.549
Breast_MRI_171,-162.57775909518276,169.0740378123996,-99.48004170855137,47.75210603626917,-128.31000061035,46.589999389648
Breast_MRI_172,-150.93939999999998,144.5851,-85.70979999999999,69.68960000000001,-77.8168,103.18299999999999
Breast_MRI_173,-155.8078,154.5466,-106.14299999999999,66.80780000000001,-89.2559,69.7441
Breast_MRI_174,-133.76539999999997,180.00700000000003,-89.17879999999998,135.72560000000001,-75.1219,65.8781
Breast_MRI_175,-160.44019999999998,150.35860000000002,-47.379999999999995,121.30140000000003,-79.6705,93.3295
Breast_MRI_176,-171.64366487049168,173.91883517481054,-154.27845379012206,66.5965461390019,-68.60212402343706,118.59787597656
Breast_MRI_177,-161.82656856747494,174.0662779235115,-50.0196659823185,76.14104422396179,-130.36682808399,60.633171916007996
Breast_MRI_178,-155.1276,156.9994,-81.5435,73.1918,-76.0851,122.915
Breast_MRI_179,-167.71979999999996,153.5722,-77.59639999999999,77.58080000000001,-89.8594,124.63999999999996
Breast_MRI_180,-167.96875002883957,168.75000001234136,-116.70598217380214,84.07526775713572,-36.02774918079316,121.27224504947999
Breast_MRI_181,-170.14510132719175,123.5602657279838,-50.77998050852065,78.23788091672077,-96.991357803345,69.508642196655
Breast_MRI_182,-147.80859999999998,152.9754,-67.19859999999997,78.40820000000005,-91.5621,118.53800000000003
Breast_MRI_183,-155.5296662119943,145.76498682007573,-79.13893833685718,84.78963854760495,-116.6161164758191,90.98388052443896
Breast_MRI_184,-134.916,119.459,-40.572,133.178,-117.841,65.1588
Breast_MRI_185,-152.68589999999998,166.5215,-114.32389999999997,67.07590000000002,-87.118,111.98199999999997
Breast_MRI_186,-157.67139999999998,159.51900000000003,-89.9352,61.82400000000001,-100.914,54.085599999999985
Breast_MRI_187,-130.90239999999994,161.5872,-32.12439999999998,65.60650000000001,-71.79590114285715,118.50400000000002
Breast_MRI_188,-129.06687547779657,149.8393745569748,-18.33350369590478,151.1977462468907,-84.129539489746,122.87046051025
Breast_MRI_189,-170.80961892307988,170.708227408376,-152.16252496175997,68.0160393974765,-76.79624671936,98.10375328064
Breast_MRI_190,-181.98479999999998,171.30240000000003,-96.62159999999996,103.77240000000003,-98.469,118.23099999999998
Breast_MRI_191,-170.55219999999997,166.4066,-83.57939999999998,75.25140000000002,-98.5241,100.476
Breast_MRI_192,-174.21004286345422,167.30780347690168,-107.36530938131963,156.20611074135215,-104.55931869149,77.44067463278802
Breast_MRI_193,-167.93299999999996,163.22709999999998,-116.88589999999996,91.23170000000002,-76.3398,116.16
Breast_MRI_194,-110.982,119.71350000000001,-72.098,64.745,-52.019,131.681
Breast_MRI_195,-152.95778390260406,146.81901193894367,-120.6696468828739,59.95535913531481,-104.30932489037468,82.690681005066
Breast_MRI_196,-173.4700308076763,170.45852971670743,-67.6413194778806,73.78724738425657,-97.703718349338,76.296281650662
Breast_MRI_197,-150.0582677978806,150.47745664266407,-109.72685006143969,80.76422771724782,-97.9240949777019,92.37591102177402
Breast_MRI_198,-156.9393213662131,175.4714041434794,-90.7011435886186,81.57564785616918,-55.64457821846,63.35542178154
Breast_MRI_199,-147.90519999999998,144.2988,-72.67580000000001,57.48779999999999,-61.4952,131.005
Breast_MRI_200,-192.53903844074242,184.96096159822724,-88.9647111492755,101.03528877329796,-52.809899303648,104.49009463522
Breast_MRI_201,-155.37076798292094,161.10245700745224,-141.0525169647969,114.70642015033593,-95.05932202935007,73.94067797064801
Breast_MRI_202,-155.56294896839276,176.31204051784414,-94.83807018148713,81.9476384162918,-72.003631949425,102.99636805058
Breast_MRI_203,-160.06859999999998,144.817,-78.2778,77.583,-87.3778,77.6222
Breast_MRI_204,-190.77368340505078,173.5120274514291,-120.89917584479811,97.85082199432222,-75.55169747425933,144.4483054601243
Breast_MRI_205,-136.6154,135.66560000000004,-59.12649999999998,62.40380000000002,-84.4656,74.5344
Breast_MRI_206,-151.99639999999997,162.9924,-117.19949999999997,61.3879,-60.6217,86.3783
Breast_MRI_207,-184.7743,178.55660000000003,-115.6169,90.80380000000002,-73.06070155440415,118.939
Breast_MRI_208,-163.7024,163.6807,-118.35320000000004,77.49849999999998,-96.795,107.80500000000002
Breast_MRI_209,-107.34715463448293,138.27784539077044,-60.50544736269751,62.61955258692397,-77.072276306152,53.827723693848
Breast_MRI_210,-156.46943631403525,157.7270028871299,-110.06658979961772,154.0405618826897,-63.751815974712,79.248184025288
Breast_MRI_211,-142.85714628597316,154.2857179766277,-88.47807928969459,83.66478189642243,-83.06867032237399,87.43132967762598
Breast_MRI_212,-138.79880000000003,132.5068,-78.78460000000004,65.64739999999998,-77.3534,65.6466
Breast_MRI_213,-194.34,205.035,-120.7695,97.668,-96.19180209424084,111.70800000000001
Breast_MRI_214,-95.40226250136223,135.26970021903495,-62.99154085055979,53.23550571354579,-89.569081735611,85.33091826438898
Breast_MRI_215,-127.6458544207942,112.7559343772794,-98.41239372115346,32.837607898470054,-107.00249595642,67.89750404357903
Breast_MRI_216,-149.26139999999998,148.1046,-65.60499999999999,73.8494,-109.963,67.0368
Breast_MRI_217,-116.55290000000002,85.25319999999999,-22.315700000000035,66.82899999999998,-76.2802,61.719800000000006
Breast_MRI_218,-154.56330000000003,164.14739999999998,-79.79870000000004,82.08609999999996,-105.036,67.96370000000002
Breast_MRI_219,-166.26029999999997,162.7905,-92.77309999999997,83.0019,-99.79800534759357,103.70100534759362
Breast_MRI_220,-169.49599999999995,165.88270000000003,-86.03039999999999,83.41670000000002,-83.8342,106.466
Breast_MRI_221,-168.33872642489524,147.46483499520627,-61.77202728041294,87.6922536177587,-105.94067764282,133.05932235718
Breast_MRI_222,-165.3826,154.54219999999998,-55.21819999999997,69.19700000000003,-110.1,99.99999999999997
Breast_MRI_223,-193.3105855268818,163.87691451426707,-97.51914592673026,103.10585400000937,-50.83228281140293,136.16771718859997
Breast_MRI_224,-133.24909211224556,113.31340792198105,-10.946578952960252,155.92842099646896,-80.587042975757,76.71295096311299
Breast_MRI_225,-116.73599999999999,115.76400000000001,-59.673,41.577,-79.3046,63.69540000000001
Breast_MRI_226,-164.3078,154.2498,-112.81419999999997,69.02340000000004,-69.7243937172775,137.07599999999996
Breast_MRI_227,-181.84019187353792,183.33837611691789,-131.88559105163714,85.0786925186157,-69.03510895371396,103.96489104629
Breast_MRI_228,-167.23629999999997,171.65789999999998,-76.44449999999998,106.3615,-95.0447,109.55500160427809
Breast_MRI_229,-149.69189999999998,151.14540000000002,-77.15809999999999,72.26440000000002,-48.0363,93.9637
Breast_MRI_230,-192.75490000000002,172.11219999999997,-71.57509999999999,104.99869999999999,-81.9886,117.111
Breast_MRI_231,-137.80872001901244,150.7627154783493,-93.70460268948872,129.86683115311024,-92.342615008354,82.657384991646
Breast_MRI_232,-177.79830000000004,141.6351,-91.72360000000003,86.78329999999997,-119.559,88.34049999999999
Breast_MRI_233,-162.06569999999996,162.0634,-105.65809999999996,78.55410000000003,-69.9388,105.06099999999999
Breast_MRI_234,-151.3765,116.2558,-111.78539999999998,64.20110000000003,-58.280193717277484,126.72000000000001
Breast_MRI_235,-129.922,122.578,-65.084,58.041,-104.963,62.0368
Breast_MRI_236,-188.58870000000002,187.2166,-116.2834,81.38550000000001,-96.4022,88.5978
Breast_MRI_237,-159.59352304812404,154.28147698302604,-87.00544735516408,64.86955258045907,-63.153628561232,94.14636537763799
Breast_MRI_238,-120.4888,129.21280000000002,-90.67670000000001,87.96620000000001,-107.01199834254143,70.9881
Breast_MRI_239,-152.97109999999998,128.6073,-109.16509999999998,60.84450000000004,-38.10951020408163,105.89000000000001
Breast_MRI_240,-152.0032,166.10070000000002,-70.2951,130.26309999999998,-108.60900931677018,80.9905
Breast_MRI_241,-155.3742,146.79130000000004,-41.221399999999974,82.30120000000002,-99.2339,69.96600000000001
Breast_MRI_242,-137.7306,158.45800000000003,-102.56539999999998,68.77240000000003,-82.2559,62.7441
Breast_MRI_243,-146.54019999999997,159.71260000000004,-85.96119999999998,68.53240000000002,-110.1,99.99999999999997
Breast_MRI_244,-138.365,140.5234,-23.74890000000002,131.51459999999997,-82.1219,72.8781
Breast_MRI_245,-154.96479999999997,157.9147,-115.01109999999997,94.5127,-44.20709738562091,104.793
Breast_MRI_246,-154.5399552847434,156.17433787593058,-109.20097109506167,77.94189044589956,-76.594430990517,82.405569009483
Breast_MRI_247,-163.57269999999997,154.5312,-104.0816,80.53820000000002,-86.4742,88.4257
Breast_MRI_248,-162.43249999999998,139.838,-116.951,71.243,-87.28650785340314,119.51299999999998
Breast_MRI_249,-127.8505,126.72699999999998,-38.629999999999995,53.533500000000004,-89.1339,59.8661
Breast_MRI_250,-163.88704845130601,149.5057987702639,-65.07644542851394,135.81640526385326,-109.09079837799003,90.90920162200898
Breast_MRI_251,-168.45199999999997,175.92880000000002,-110.93919999999997,94.65020000000004,-52.23148285714286,116.76899999999996
Breast_MRI_252,-152.8911,158.57180000000002,-103.4189,117.72640000000001,-75.5485,79.4515
Breast_MRI_253,-164.0793800360582,137.4831199929447,-50.934226956093326,90.4720229820552,-84.098062515259,121.90193748474
