identifier,L_min,L_max,P_min,P_max,S_min,S_max
Breast_MRI_032,-85.59700000000001,-47.450500000000005,-43.06350000000003,-16.421500000000037,-11.085069491525424,3.9149389830508454
Breast_MRI_033,70.12180000000002,114.65380000000002,-72.2622,2.700000000000017,9.937934682080922,49.53795375722544
Breast_MRI_034,-121.35499999999996,-72.84109999999998,-82.38489999999999,16.04910000000001,-47.34107619047619,6.658862585034001
Breast_MRI_035,80.779,107.654,-11.181999999999988,34.44300000000001,-41.280199999999994,-12.280199999999994
Breast_MRI_036,-71.98599999999999,-52.61099999999999,2.8429999999999893,19.71799999999999,-82.89393496503496,-65.99390769230769
Breast_MRI_037,62.04428909988391,74.79428910206313,-28.59594727717746,-17.97094727979254,-22.72815192408023,-15.028152220778907
Breast_MRI_038,-106.82999999999996,-78.70599999999999,-1.5390999999999906,23.772500000000008,-89.05992546583852,-65.6598695652174
Breast_MRI_039,85.13014817642751,100.30872011916473,20.70066652876099,36.63816706208962,41.75387496948094,56.05387496948078
Breast_MRI_040,-125.12996698375873,-88.70139431595923,-12.363667522794728,51.38633461550094,12.134791564940635,46.234791564940444
Breast_MRI_041,59.364599999999996,86.70859999999999,-16.804000000000002,27.629999999999995,-31.085041317365267,-0.08505988023951261
Breast_MRI_042,-97.67173244779558,-65.79673136292621,-45.90543781091862,12.532064149497046,-17.19249343872071,30.80750656127954
Breast_MRI_043,-110.10479999999998,-82.0772,4.314799999999991,35.760400000000004,-66.03607379679144,-38.03611871657753
Breast_MRI_044,56.52651674228186,85.87065466177953,-2.082324993209125,23.72124729781648,-24.340685988450034,-9.526303557290667
Breast_MRI_045,45.16,86.3342,-37.754200000000026,4.748199999999969,6.6710000000000065,38.67100000000001
Breast_MRI_046,-122.16626050234014,-51.016704741401135,-40.80186942676096,47.92581183782859,-83.78329277039,4.216707229609995
Breast_MRI_047,53.055700000000016,86.10140000000001,-20.185799999999972,23.406400000000048,12.866057861635227,45.86603710691824
Breast_MRI_048,44.3069021543043,61.0033312927006,-28.016044505584603,-3.7303294058596634,-4.972154974938164,15.027845025061481
Breast_MRI_049,-86.15549999999999,-74.55449999999999,-26.43799999999996,-12.258999999999986,-4.036196932515345,4.963819631901828
Breast_MRI_050,-66.8244,-49.479600000000005,-78.60469999999998,-64.1507,23.583915183246077,41.18393193717279
Breast_MRI_051,-101.0258,-89.1506,-52.9212,-19.522199999999998,22.64677688442211,34.646801005025125
Breast_MRI_052,91.11398671875031,107.05148725908359,-21.81055046933784,-2.83733554827117,18.0569481253618,36.25694781541743
Breast_MRI_053,82.11840000000001,104.6978,-8.985099999999989,21.563500000000005,-14.499799999999993,8.500200000000007
Breast_MRI_054,64.1498,92.86099999999999,-105.638,-79.66119999999998,-52.158152542372875,-30.158189830508462
Breast_MRI_055,68.75600000000001,89.38000000000001,10.107,35.887,0.7441000000000031,18.744100000000003
Breast_MRI_056,43.17999999999999,95.13359999999999,11.81140000000002,56.929,-80.30494871794872,-45.304876923076925
Breast_MRI_057,-128.73637611580853,-48.379235799635694,-79.06325605871098,-13.170401027012929,-36.34806296229331,47.65193703770869
Breast_MRI_058,57.1485,91.7166,-12.669699999999978,23.65610000000001,-41.0526,-22.052599999999998
Breast_MRI_059,61.14129999999999,73.75919999999999,-58.682600000000036,-38.095500000000015,-26.81689944751379,-13.8168850828729
Breast_MRI_060,-116.0548,-82.5584,14.117400000000004,48.980999999999995,-59.13397514124294,-38.133963276836155
Breast_MRI_061,53.23840000000001,111.67920000000001,-53.26110000000003,29.0873,4.847231213872817,45.847136416184966
Breast_MRI_062,83.28460000000001,101.74180000000001,-12.403999999999996,1.951599999999985,-42.37779999999999,-27.377799999999993
Breast_MRI_063,-141.9022351149631,-32.61652428422967,-97.78601267964001,-4.571729950971616,-66.9926169677194,19.90738577192566
Breast_MRI_064,81.25950000000002,106.39500000000001,-21.771999999999963,-0.5034999999999741,-6.3045999999999935,9.695400000000006
Breast_MRI_065,47.7414,89.22430000000001,0.1413000000000295,35.2963,28.002700000000004,71.0027
Breast_MRI_066,93.5206,115.7866,-8.108800000000002,17.126000000000005,-28.280199999999994,-3.2801999999999936
Breast_MRI_067,105.07188611101843,121.76831524894776,-46.89467479993564,-24.885745491130933,11.812953948974993,27.212953948974985
Breast_MRI_068,81.09540000000001,124.8852,-68.26879999999997,17.826400000000007,-24.072999999999993,29.927000000000007
Breast_MRI_069,-75.2714,-50.69970000000001,-28.41550000000001,-11.148900000000026,-20.743803076923072,-4.74382769230769
Breast_MRI_070,-92.9075,-70.3281,-74.00910000000002,-48.109200000000016,-22.402199999999993,-6.4021999999999935
Breast_MRI_071,-79.49580000000003,-52.93180000000001,-68.38620000000003,-36.50940000000003,3.5246000000000066,30.524600000000007
Breast_MRI_072,48.0439227629982,81.43799005189001,-26.166164406956778,-0.29116441364825835,4.051041776051406,16.449302923983183
Breast_MRI_073,76.4127,90.4747,7.799500000000023,21.861500000000007,-36.79106057142857,-20.291077714285706
Breast_MRI_074,74.5477347831255,110.70844954114571,-85.44466705682497,-24.50716628938096,-19.746394729614003,11.053605270386
Breast_MRI_075,77.2801654183401,90.56141542042319,-43.91249086010586,-33.756240862829884,20.957627296449033,36.95762729644919
Breast_MRI_076,-73.2518158065155,-48.501815802131404,-3.3238487077552463,18.051151287168437,45.53159806728152,56.53159806728128
Breast_MRI_077,80.54500000000002,112.67420000000001,-3.1180000000000234,39.26519999999999,-0.3777999999999935,29.622200000000007
Breast_MRI_078,83.6755,103.36229999999999,-3.1035999999999717,15.880100000000027,7.792900000000003,28.792900000000003
Breast_MRI_079,-110.91739999999999,-70.84069999999997,-20.45769999999999,35.79030000000003,-39.768100000000004,-15.768100000000004
Breast_MRI_080,-120.65720000000002,-87.84439999999998,-14.526600000000002,31.27460000000002,-36.9512,-18.9512
Breast_MRI_081,-92.08907260082829,-56.41942853404935,-12.312341254147867,31.705517362994527,-40.248184025288,-10.248184025287998
Breast_MRI_082,-95.41540879929455,-60.50469333151258,-8.941437165044633,25.210349691598992,-72.27784684571279,-40.37784584001997
Breast_MRI_083,47.66,105.16,-52.75200000000001,42.87299999999999,-13.475399999999993,36.52460000000001
Breast_MRI_084,-88.35733390703952,-71.95108390303359,14.6585693548449,34.18981935147994,-8.583171661083554,9.016828573667055
Breast_MRI_085,-93.92025131983549,-71.15239340643011,2.76028825705302,23.25136037066558,-55.027845025063,-41.027845025063
Breast_MRI_086,-113.89536430310444,-63.11411428643983,-32.646873452170595,48.60312653741401,-39.4685228467,33.5314771533
Breast_MRI_087,67.48550000000002,99.12500000000001,-30.644900000000007,-3.2239999999999895,50.70893677419353,68.90895483870968
Breast_MRI_088,-102.39410000000001,-90.3623,7.468899999999991,20.59450000000001,44.800867597765375,55.800884357541904
Breast_MRI_089,-136.4679,-95.99669999999998,-39.9196,44.636300000000006,-80.755,-44.755
Breast_MRI_090,-122.66799999999998,-37.9016,-53.11760000000001,26.86359999999999,-44.987667692307696,73.01209025641025
Breast_MRI_091,51.267404843711155,115.77633559843757,-30.29963804303189,28.137863910690413,-42.055569076538,7.444430923462008
Breast_MRI_092,82.96897696163016,101.0314769668603,-33.63180925183343,-8.131809255538116,-53.481476974487,-41.381476974487
Breast_MRI_093,69.61260000000001,81.91740000000001,-92.45100000000002,-79.46260000000001,20.353932885906044,31.35394026845638
Breast_MRI_094,-121.76831528397369,-81.54509963426463,-111.00635990943155,-61.67600111440916,-11.814769983291995,29.185230016708005
Breast_MRI_095,103.59261512602619,117.96761512858998,21.55569074513157,34.0556907421832,40.99636805057824,49.996368050578496
Breast_MRI_096,-76.55853605504308,-19.415677545106206,-8.490329489066426,14.366813901312923,20.479102230071987,60.07910223007198
Breast_MRI_097,-96.62890971876425,-49.753909710111465,27.12734987370581,69.3148498640916,-26.877723693848623,11.122276306151008
Breast_MRI_098,92.00306070624717,127.6727047733374,-111.39135970568356,-65.8556438945943,8.953194808960006,27.65319480896001
Breast_MRI_099,70.785,115.16,-51.166,-13.665999999999997,-35.536820408163265,-12.53675782312925
Breast_MRI_100,77.56961511087073,110.96247338330491,-43.04252596141701,-15.721096477222872,-96.08353510499,-84.08353510499
Breast_MRI_101,-112.79017580718936,-85.80356932097615,2.9836286537719445,39.65773488850958,-6.521252727508994,13.278747272491003
Breast_MRI_102,-81.93450000000001,-69.21900000000002,-39.497000000000014,-27.38700000000003,-14.719183221476513,-4.719203355704707
Breast_MRI_103,-113.00091183325395,-97.06341129229803,10.603057110439181,32.61198641939953,50.983412749237495,69.68341202868359
Breast_MRI_104,-116.00181187863714,-94.305383991975,-33.703085337527725,-9.59594325118033,-49.783292979002,-31.783292979002
Breast_MRI_105,37.9845,69.565,-8.391999999999967,21.899500000000018,-10.524100000000004,17.475899999999996
Breast_MRI_106,-122.09443093949062,-90.06318092971615,-37.68916318236518,9.967086811065116,-54.75375434756014,-5.7537528640677635
Breast_MRI_107,-105.27650000000003,-81.66380000000001,-89.36940000000001,-62.70990000000003,-59.79234666666667,-37.79230153846154
Breast_MRI_108,-165.25809999999998,-69.1582,-102.36120000000003,10.927300000000002,-39.61363316582915,40.68618341708543
Breast_MRI_109,106.19959999999999,120.14569999999999,-10.484800000000007,3.4612999999999943,-39.17402732919255,-31.474031677018637
Breast_MRI_110,-75.7028,-62.71439999999998,-31.915999999999997,-18.244,2.061116577540105,15.061102673796796
Breast_MRI_111,88.768,96.268,31.72800000000001,39.85300000000001,32.2563,42.2563
Breast_MRI_112,23.4685230098182,50.46852301789414,-58.09806251987345,-18.72306252541125,-3.3943099498734313,10.905690050126971
Breast_MRI_113,-74.13900000000001,-65.38900000000001,-18.74199999999999,-9.36699999999999,-86.64601818181818,-81.64602121212121
Breast_MRI_114,-102.29509999999996,-78.38969999999998,-19.34579999999997,15.809200000000004,-15.036210497237569,0.9638160220994507
Breast_MRI_115,47.881699999999995,91.7123,-38.01750000000001,34.369399999999985,-44.646100000000004,-21.646100000000004
Breast_MRI_116,-106.04040916081391,-77.2011224619703,-30.820219256390885,36.72442586832844,0.5981837998754145,40.1981850483227
Breast_MRI_117,60.971199999999996,81.5583,2.942399999999992,27.514100000000013,7.27478342541437,33.67473038674032
Breast_MRI_118,-100.19829999999996,-86.83939999999996,-35.11959999999999,-21.05759999999998,-0.4785320000000013,12.721419999999995
Breast_MRI_119,-107.76029314823067,-54.90314901417426,-90.71778879220312,-9.289215433064754,0.018496704101323758,69.31849670410054
Breast_MRI_120,-79.06878312667261,-53.35449822553685,-70.67875270469555,-49.78589623127854,-35.778282612562,-18.278282612562002
Breast_MRI_121,87.76198340441046,99.01198304974926,-13.255764323553507,1.208520928617503,-6.8412370681759995,-0.241237068175991
Breast_MRI_122,50.505300000000005,76.5225,-52.47890000000001,-1.8899000000000115,-28.527,4.472999999999999
Breast_MRI_123,79.0395,104.9394,-42.067200000000014,-8.19810000000001,-55.0,-31.0
Breast_MRI_124,65.24515984979637,75.87016020975912,-21.944615736023593,-10.560686783601525,-35.027845025061154,-26.02784502506131
Breast_MRI_125,72.21852159047849,100.20959246332636,8.939165815995949,39.47487948289293,-55.29443014955217,-30.094430513682568
Breast_MRI_126,61.47321633928476,76.65178828202201,-46.16270376512186,-30.225203231793216,45.083386230469515,65.98338623046963
Breast_MRI_127,91.60696364180535,106.78553558532087,-76.67662123771422,-56.94447771951846,-21.219780349730982,-13.519780349730993
Breast_MRI_128,-56.09488565718469,-34.6663139517397,-15.284503447429898,6.144068249224944,-52.52421307563927,-26.52421307563897
Breast_MRI_129,-139.35139999999998,-121.28389999999999,-22.199799999999982,-3.4095999999999833,-32.28007486631016,-18.2800898395722
Breast_MRI_130,79.29450000000001,101.38380000000001,20.745800000000003,45.88189999999999,-22.272884816753916,0.8271371727748829
Breast_MRI_131,56.03996289588566,82.94113095595453,4.562176573988024,28.08896307502729,6.422374836876429,26.108951431411043
Breast_MRI_132,68.76531766397464,93.05103277210519,-18.24744327183491,6.0382718263334425,31.960578739642756,48.760578453540475
Breast_MRI_133,-84.25879999999998,-67.65630000000002,-44.6823,-26.751599999999996,-30.255899999999997,-18.255899999999997
Breast_MRI_134,69.71140000000001,87.48500000000001,12.968999999999994,34.16059999999999,43.0612,68.0612
Breast_MRI_135,51.612500000000026,79.32600000000002,7.827500000000015,32.31850000000003,28.036910857142857,55.03694171428572
Breast_MRI_136,74.43430000000001,100.2139,0.28050000000001774,24.302400000000006,-66.4998,-54.49979999999999
Breast_MRI_137,76.65178828638045,97.90178900677296,1.678548856752542,26.723192552516934,-41.30014574527721,-15.300146698951536
Breast_MRI_138,-75.83000000000001,-69.58000000000001,-12.950999999999993,-6.700999999999993,-6.096999999999994,4.903000000000006
Breast_MRI_139,-105.88688398476933,-75.17259753145898,-19.657327511673074,13.199816122545371,5.5722763061520055,37.47227630615201
Breast_MRI_140,-136.60713853281055,-77.14285469730657,-41.06433418571649,15.185664013947786,-36.65390033721899,21.646099662781012
Breast_MRI_141,75.64591501476845,95.95841501925509,-8.69329072439372,13.181709271440113,-48.12227630615065,-27.12227630615085
Breast_MRI_142,78.4624715996605,87.74818610822847,12.009685501856836,19.152542813108397,-20.279661014675995,-10.279661014675995
Breast_MRI_143,-100.77085055033872,-89.74406505483208,-60.06417796786283,-47.340963939858625,20.62910282611847,29.02910315990448
Breast_MRI_144,-71.99152304868397,-30.205810083061053,-85.1619202343005,-44.983350091541894,-36.07421284251599,-10.77421381738354
Breast_MRI_145,-63.24999999999997,-48.48489999999998,-21.812599999999975,-9.859899999999982,7.9091999999999985,19.9092
Breast_MRI_146,61.18000000000001,82.4312,-35.05650000000003,14.086899999999986,15.0612,43.0612
Breast_MRI_147,98.1478,112.0939,-29.63730000000001,-13.034800000000018,-20.328999999999994,-14.328999999999994
Breast_MRI_148,-123.8014,-51.38209999999998,-44.198999999999984,15.56450000000001,-27.255899999999997,27.744100000000003
Breast_MRI_149,76.73123739220028,134.40981078973178,-69.89407040182884,64.43629125063646,-17.873968866135627,32.72602918413122
Breast_MRI_150,66.76039999999999,126.2336,-78.10840000000002,16.911999999999978,-6.865600000000001,40.1344
Breast_MRI_151,65.35930000000002,88.56160000000001,-94.6037,-69.2921,32.43221780104713,61.03216335078535
Breast_MRI_152,46.21199999999999,69.33699999999999,23.33099999999999,39.58099999999999,22.45607784431138,50.05605029940118
Breast_MRI_153,-105.57052412403624,-79.7669518214919,-118.83399323523855,-92.27149234646126,-49.40569076538037,-30.705690765380467
Breast_MRI_154,-107.91989999999996,-93.8579,-21.280299999999983,-5.812099999999987,17.0890984924623,24.789091457286418
Breast_MRI_155,-101.1182,-75.82499999999999,-84.13399999999999,-47.9032,4.777999999999992,27.878
Breast_MRI_156,-87.3781810479185,-43.36032241847906,11.238650044643549,35.52436513876478,3.0351089537140012,47.035108953714
Breast_MRI_157,-63.0901944677091,-30.27769404360911,-18.45112006482799,15.031023211332581,-47.625907987356,-7.625907987356001
Breast_MRI_158,72.13793961618381,116.73615437695098,-45.815299704169476,28.515058195886184,-18.594430990516997,21.405569009483003
Breast_MRI_159,-116.25879999999998,-90.96560000000002,-28.264399999999995,-1.603999999999985,37.68399999999998,66.28399999999999
Breast_MRI_160,-124.011,-90.886,15.693000000000012,45.06800000000001,-14.255899999999997,8.744100000000003
Breast_MRI_161,-103.22219999999999,-79.9787,-23.914500000000032,12.61099999999999,-14.7924,9.2076
Breast_MRI_162,-94.28820000000002,-77.8818,-41.8066,-23.349400000000003,-38.60000000000001,-16.60000000000001
Breast_MRI_163,46.2518,102.03620000000001,-34.28600000000003,16.849699999999984,-16.780500000000004,24.219499999999996
Breast_MRI_164,79.89505141380434,90.05130141700907,20.973636611012964,36.598636608929894,-75.71770392931496,-64.71770378259563
Breast_MRI_165,98.24152873561145,108.1076004989121,-67.54464515102286,-54.64285900449829,6.098184267680281,14.898183928596083
Breast_MRI_166,-99.24694572405004,-85.58623097572661,-5.568870345223644,8.09184439749609,20.658762613932566,28.358762317233897
Breast_MRI_167,-113.68609999999998,-87.67139999999998,-50.799799999999976,-7.910699999999991,36.13424228571428,67.13417142857142
Breast_MRI_168,90.80777501419355,111.120275017879,6.826389295120919,24.79513929095478,-7.496494293211498,8.50350570678826
Breast_MRI_169,104.86834489847783,120.04691684152637,7.046761432291021,24.50211915956652,-9.027845025061609,2.972154974938192
Breast_MRI_170,86.12060000000001,114.1482,-4.67179999999999,26.773800000000023,1.5489999999999995,18.549
Breast_MRI_171,-136.01525819037258,-87.4438279708427,-47.11396852283346,17.394962209945078,-40.310000610351,-23.81000061035118
Breast_MRI_172,42.9778,65.55720000000001,-38.558700000000016,-9.338300000000004,-28.81685414364641,-11.816872928176792
Breast_MRI_173,-91.54939999999999,-71.725,-7.704599999999999,14.854199999999992,21.744100000000003,36.7441
Breast_MRI_174,-118.04259999999996,-106.42139999999998,-11.248400000000004,5.1580000000000155,-23.121899999999997,-15.121899999999997
Breast_MRI_175,10.897600000000011,36.133399999999995,26.335099999999983,48.250399999999985,-43.670500000000004,-24.670500000000004
Breast_MRI_176,-112.2686648605057,-64.76866484296936,-105.59095380230005,-20.09095381204247,29.7978759765614,60.99787597656092
Breast_MRI_177,72.8162811225494,89.6912805908872,-19.483952715434512,3.8196179688751926,-37.36682808399097,-22.366828083991123
Breast_MRI_178,-74.77150000000003,-35.58960000000002,-45.01800000000003,3.4612999999999943,19.914948241206034,50.91496381909549
Breast_MRI_179,-111.66460000000001,-80.219,-31.795199999999994,30.41239999999999,-8.459627692307706,17.940298461538447
Breast_MRI_180,-85.15625001826392,-39.062500009450886,-65.14348219078727,-22.174732200241237,25.07224857807327,58.87224733829726
Breast_MRI_181,80.30133569115932,91.68526464793983,32.70216510718814,43.327165462481105,27.508642196655003,32.008642196655
Breast_MRI_182,44.283000000000015,88.03340000000001,-25.498999999999995,15.51700000000001,-6.862059685863869,26.13795602094241
Breast_MRI_183,41.791769012769294,70.63105570196204,-22.21929360432199,-1.7282214919546846,-13.416117967020284,3.3838817902260274
Breast_MRI_184,-76.791,-59.916,-13.697000000000003,-1.1970000000000027,-23.84110273224043,-18.841108196721308
Breast_MRI_185,46.99449999999999,109.57039999999999,-110.10529999999997,-20.81159999999997,-29.918,51.482
Breast_MRI_186,-122.80779999999996,-77.00659999999999,-66.6928,-10.63760000000002,-39.914157419354844,12.085708387096773
Breast_MRI_187,-93.63809999999995,-78.16989999999998,18.498800000000017,36.77940000000001,29.4040462857143,41.50404000000002
Breast_MRI_188,-61.098125470265444,-40.785625465778814,18.385246290154612,40.26024628598846,28.870460510251817,45.870460510251505
Breast_MRI_189,-140.27390559719203,-108.93462086893686,-99.12681236826866,-49.30538538704849,-32.79624671936,1.3037532806400094
Breast_MRI_190,85.2072,104.50439999999999,-55.05839999999998,-38.72999999999999,-44.569,-32.46900000000001
Breast_MRI_191,93.671,118.9058,-25.68780000000001,16.61760000000001,-35.52406834170854,-18.52405979899497
Breast_MRI_192,-113.13861622914894,-56.888618008223496,-86.47245291515449,-42.27602576022967,-50.4793206751331,-6.7993222773063735
Breast_MRI_193,-91.29509999999996,-77.23310000000001,-59.23169999999999,-38.13869999999997,-20.239858285714284,-7.039871999999988
Breast_MRI_194,-94.02800000000002,-80.70700000000002,18.121499999999997,39.31400000000001,9.58100000000001,26.08100000000001
Breast_MRI_195,67.8904378384534,88.38150996249512,-14.419643351891835,13.660714731921928,-76.80932402339812,-60.30932350321218
Breast_MRI_196,-117.22003258098232,-89.8986048737934,4.680106782974519,25.57296325606191,7.296281650661996,28.296281650661996
Breast_MRI_197,41.19173864720417,112.53102678029508,-71.78042025199471,13.978511191369819,-12.12409227273588,43.97590949589576
Breast_MRI_198,94.26604424475295,132.21247410681056,-28.468998688321236,36.79886064360994,-21.644578218459998,28.355421781540002
Breast_MRI_199,-60.244,-36.3364,-11.578600000000023,9.00849999999997,34.20489942857142,55.10492114285714
Breast_MRI_200,-106.28903843869138,-40.0390384222831,-78.96471116696569,1.0352888194462366,10.990098237990765,58.2900964154126
Breast_MRI_201,-114.38862372814415,-90.86183721729836,-52.25787112731233,-29.490013222935133,-39.0593220293507,-20.059322029350923
Breast_MRI_202,67.02632967095882,103.99061423160745,-90.01664180898146,14.447640576892468,2.9963680505771464,41.99636805057827
Breast_MRI_203,58.68339999999999,109.2698,-9.234199999999987,33.14899999999997,-48.37779999999999,-32.37779999999999
Breast_MRI_204,-150.5951123488477,-141.66654100286198,-68.22060492684966,-55.72060504789026,45.448304139651654,57.54830430104276
Breast_MRI_205,-116.69240000000002,-58.251599999999996,-26.5856,31.191100000000006,-42.465599999999995,15.534400000000005
Breast_MRI_206,82.1359,103.2289,-55.32669999999999,-33.53059999999999,31.378300000000003,43.3783
Breast_MRI_207,-81.94480000000001,-77.37460000000002,-69.15320000000003,-60.01280000000003,81.93905751295335,86.93904974093263
Breast_MRI_208,-66.8606,-43.73419999999999,7.3966000000000065,24.018699999999995,19.805000000000007,36.30500000000002
Breast_MRI_209,-67.34715462153578,-57.347154618587425,2.619552629098365,16.994552627047327,17.527723693848003,26.327723693848
Breast_MRI_210,43.88771330951819,57.54842805784159,-0.02194327956576103,13.638771463153972,-21.751815974712002,-19.751815974712002
Breast_MRI_211,-99.28571665901968,-67.14285874102708,-7.049505928651712,35.8076379436923,-10.46867032237401,18.131329677626
Breast_MRI_212,-84.42440000000002,-65.73320000000001,-62.35900000000001,-43.66780000000003,-16.353399999999993,3.6466000000000065
Breast_MRI_213,22.222499999999997,85.035,-59.831999999999994,16.105500000000006,-35.69185968586387,18.208089005235607
Breast_MRI_214,-80.28370105973549,-52.90005969442971,-33.4419889374559,-10.610282623101057,6.1309182643889955,21.530918264388987
Breast_MRI_215,73.91664816006157,85.30057687830455,-11.35882122697933,-1.3141782444470493,-25.602495956420455,-16.802495956420515
Breast_MRI_216,-122.601,-89.1046,-6.815400000000011,33.516999999999996,-23.963097175141243,-6.963116384180793
Breast_MRI_217,-112.72460000000001,-55.84700000000001,-2.080400000000026,52.60959999999997,-66.2802,-20.280199999999994
Breast_MRI_218,78.86880000000001,112.11300000000001,-29.209700000000026,9.093399999999974,-14.0361578034682,8.96380231213874
Breast_MRI_219,84.0433,117.7921,-68.86769999999996,11.988799999999998,-22.798379679144375,0.30150802139039
Breast_MRI_220,41.434000000000026,57.605300000000014,7.481899999999996,21.543900000000008,3.0658913294797685,14.065902890173405
Breast_MRI_221,-113.69587100573779,-81.55301487478569,3.3172563535326276,51.53154052853483,10.059322357179994,49.059322357179994
Breast_MRI_222,60.2054,101.22139999999999,-26.506999999999977,19.294200000000018,-59.5,-8.900000000000006
Breast_MRI_223,85.126914480425,108.56441448465526,-61.89414598383874,-41.269145988645846,24.167717188598225,43.16771718859852
Breast_MRI_224,27.063407893715244,54.250907897753216,18.115921014159113,37.80342100858286,37.112952488991866,56.91295172605244
Breast_MRI_225,-102.36099999999999,-41.73599999999999,-37.173,35.327,-33.30459999999999,27.695400000000006
Breast_MRI_226,70.167,92.72579999999999,-61.54419999999999,-23.946199999999976,-26.824312041884824,-0.4242617801047288
Breast_MRI_227,94.94551978865627,130.65980516820395,-53.314163286294104,-24.74273499466915,-4.0351089537124665,23.964891046288173
Breast_MRI_228,-115.90999999999997,-87.0829,7.927500000000009,50.81660000000002,10.555145989304819,47.95509144385028
Breast_MRI_229,89.3841,122.5891,20.46459999999999,47.6927,30.963700000000003,49.9637
Breast_MRI_230,-124.00049999999999,-79.46640000000002,-23.134500000000003,40.150800000000004,-15.988732596685082,14.811205524861876
Breast_MRI_231,85.0484281633246,110.76271449654668,-35.84745849863306,-7.2760292512827505,-23.342615008354002,-4.342615008354002
Breast_MRI_232,-75.17490000000001,-55.662000000000006,0.059299999999979036,18.126800000000003,12.440682539682541,24.54065343915343
Breast_MRI_233,-126.91069999999996,-111.4425,-22.69229999999996,-0.19309999999998695,31.061084571428566,47.061066285714276
Breast_MRI_234,-100.90490000000003,-52.4256,-104.4803,-69.28300000000002,14.719882722513091,62.719932984293195
Breast_MRI_235,88.828,101.328,-0.7090000000000032,18.665999999999997,-44.96307185628742,-30.963088622754483
